PSS_SCHOOL_ID,PSS_INST,LoGrade,HiGrade,PSS_ADDRESS,PSS_CITY,PSS_COUNTY_NO,PSS_COUNTY_FIPS,PSS_STABB,PSS_FIPS,PSS_ZIP5,PSS_PHONE,PSS_SCH_DAYS,PSS_STU_DAY_HRS,PSS_LIBRARY,PSS_ENROLL_UG,PSS_ENROLL_PK,PSS_ENROLL_K,PSS_ENROLL_1,PSS_ENROLL_2,PSS_ENROLL_3,PSS_ENROLL_4,PSS_ENROLL_5,PSS_ENROLL_6,PSS_ENROLL_7,PSS_ENROLL_8,PSS_ENROLL_9,PSS_ENROLL_10,PSS_ENROLL_11,PSS_ENROLL_12,PSS_ENROLL_T,PSS_ENROLL_TK12,PSS_RACE_AI,PSS_RACE_AS,PSS_RACE_H,PSS_RACE_B,PSS_RACE_W,PSS_RACE_P,PSS_RACE_2,PSS_FTE_TEACH,PSS_LOCALE,PSS_COED,PSS_TYPE,PSS_LEVEL,PSS_RELIG,PSS_COMM_TYPE,PSS_INDIAN_PCT,PSS_ASIAN_PCT,PSS_HISP_PCT,PSS_BLACK_PCT,PSS_WHITE_PCT,PSS_PACISL_PCT,PSS_TWOMORE_PCT,PSS_STDTCH_RT,PSS_ORIENT,PSS_COUNTY_NAME,PSS_ASSOC_1,PSS_ASSOC_2,PSS_ASSOC_3,PSS_ASSOC_4,PSS_ASSOC_5,PSS_ASSOC_6,PSS_ASSOC_7,PSS_ASSOC_8
00579448,OLDFIELDS SCHOOL,13,17,1500 GLENCOE RD,SPARKS GLENCOE,24005,005,MD,24,21152,4104724800,173,9.75,Yes,,,,,,,,,,,3,18,33,33,33,120,120,0,29,5,26,60,0,0,25.3,41,2,1,2,3,4,0,24.16,4.16,21.66,50,0,0,4.74,30,BALTIMORE,National Coalition of Girls' Schools (NCGS),National Association of Independent Schools (NAIS),The Association of Boarding Schools (TABS),,,,,
BB140605,OLNEY ADVENTIST PREP,3,13,4100 OLNEY LAYTONSVILLE RD,OLNEY,24031,031,MD,24,20832,3015702500,180,6.75,No,,,16,12,18,16,12,14,12,14,9,,,,,123,123,0,13,4,47,33,0,26,10.9,21,1,1,1,2,2,0,10.56,3.25,38.21,26.82,0,21.13,11.28,28,MONTGOMERY,General Conference of the Seventh-Day Adventist Church (GCSDAC),Other special emphasis association(s),,,,,,
A0701228,ONENESS FAMILY SCHOOL,2,15,6701 WISCONSIN AVE,CHEVY CHASE,24031,031,MD,24,20815,3016527751,254,7,No,,42,11,9,11,8,6,8,5,7,3,7,3,,,120,78,0,4,8,8,58,0,0,22.4,13,1,2,3,3,1,0,5.12,10.25,10.25,74.35,0,0,3.48,30,MONTGOMERY,American Montessori Society (AMS),Association Montessori International (AMI),Other Montessori association(s),,,,,
A0701229,OPEN BIBLE ACADEMY,2,17,1619 RACE ST,CAMBRIDGE,24019,019,MD,24,21613,4102284488,180,6.75,Yes,,10,4,2,2,3,1,7,2,6,2,2,,2,2,45,35,0,1,5,2,,0,,4.4,32,1,-1,3,2,3,0,2.85,14.28,5.71,,0,,7.95,8,DORCHESTER,Accelerated Christian Education (ACE),,,,,,,
00579517,OPEN BIBLE CHRISTIAN ACADEMY,2,17,13 OPEN BIBLE WAY,KINGSVILLE,24005,005,MD,24,21087,4105939940,180,7,Yes,,17,8,11,8,7,6,7,12,13,8,12,9,10,12,140,123,0,4,22,15,76,0,6,15.3,41,1,1,3,2,4,0,3.25,17.88,12.19,61.78,0,4.87,8.03,8,BALTIMORE,School does not belong to ANY associations or organizations,,,,,,,
01604475,OUR LADY OF GOOD COUNSEL HIGH SCHOOL,14,17,17301 OLD VIC BLVD,OLNEY,24031,031,MD,24,20832,2402833200,175,6.75,Yes,,,,,,,,,,,,356,308,298,317,1279,1279,6,85,118,280,707,2,81,98.4,21,1,1,2,1,2,0.46,6.64,9.22,21.89,55.27,0.15,6.33,12.99,1,MONTGOMERY,National Catholic Educational Association (NCEA),Other special emphasis association(s),State or regional independent school association,,,,,
00578331,OUR LADY OF HOPE ST LUKE SCHOOL,2,13,8003 N BOUNDARY RD,BALTIMORE,24005,005,MD,24,21222,4102882793,180,6.75,Yes,,39,20,24,18,23,17,21,24,17,21,,,,,224,185,2,6,5,4,168,0,0,11.9,21,1,1,1,1,2,1.08,3.24,2.7,2.16,90.81,0,0,15.54,1,BALTIMORE,National Catholic Educational Association (NCEA),,,,,,,
01604577,OUR LADY OF LOURDES SCHOOL,2,13,7500 PEARL ST,BETHESDA,24031,031,MD,24,20814,3016545376,180,7,Yes,,44,21,27,19,25,21,27,22,23,33,,,,,262,218,0,6,38,27,124,0,23,18.8,13,1,1,1,1,1,0,2.75,17.43,12.38,56.88,0,10.55,11.59,1,MONTGOMERY,National Catholic Educational Association (NCEA),,,,,,,
01604588,OUR LADY OF MERCY SCHOOL,2,13,9222 KENTSDALE DR,POTOMAC,24031,031,MD,24,20854,3013654477,180,7.16,Yes,,47,18,18,15,21,21,21,27,17,21,,,,,226,179,0,3,14,4,144,1,13,28.4,21,1,1,1,1,2,0,1.67,7.82,2.23,80.44,0.55,7.26,6.3,1,MONTGOMERY,National Catholic Educational Association (NCEA),,,,,,,
00578386,OUR LADY OF MT CARMEL SCHOOL,2,17,1706 OLD EASTERN AVE,ESSEX,24005,005,MD,24,21221,4106861023,180,7,Yes,,45,28,21,26,27,26,27,49,44,45,38,41,56,46,519,474,0,7,45,103,296,0,23,38.9,21,1,1,3,1,2,0,1.47,9.49,21.72,62.44,0,4.85,12.18,1,BALTIMORE,National Catholic Educational Association (NCEA),,,,,,,
00577804,OUR LADY OF PERPETUAL HELP SCHOOL,2,13,4801 ILCHESTER RD,ELLICOTT CITY,24027,027,MD,24,21043,4107444251,178,6,Yes,,25,22,23,23,24,29,26,24,26,19,,,,,241,216,2,23,12,37,132,0,10,16.6,21,1,1,1,1,2,0.92,10.64,5.55,17.12,61.11,0,4.62,13.01,1,HOWARD,National Catholic Educational Association (NCEA),,,,,,,
00578987,OUR LADY OF VICTORY SCHOOL,2,13,4416 WILKENS AVE,BALTIMORE,24005,005,MD,24,21229,4102423688,180,6.75,Yes,,13,11,16,11,23,21,19,24,24,19,,,,,181,168,1,12,2,93,46,1,13,13.6,21,1,1,1,1,2,0.59,7.14,1.19,55.35,27.38,0.59,7.73,12.35,1,BALTIMORE,National Catholic Educational Association (NCEA),,,,,,,
A9701857,OUTREACH CHRISTIAN CENTER ACADEMY,2,3,6701 CLINTON MANOR DR,CLINTON,24033,033,MD,24,20735,3018561183,230,10.5,Yes,,34,2,,,,,,,,,,,,,36,2,0,0,0,2,0,0,0,1.1,21,1,6,1,2,2,0,0,0,100,0,0,0,1.81,8,PRINCE GEORGE'S,Other school association(s),,,,,,,
00579936,PARADISE MENNONITE SCHOOL,6,15,19308 AIR VIEW RD,HAGERSTOWN,24043,043,MD,24,21742,3017331368,180,7,Yes,,,,26,27,26,19,28,25,28,19,23,20,,,241,241,0,0,0,0,241,0,0,16,41,1,1,3,2,4,0,0,0,0,100,0,0,15.06,24,WASHINGTON,School does not belong to ANY associations or organizations,,,,,,,
A1701959,PATHWAYS SCHOOL -- CROSSLAND RE-ENTRY,14,17,1106 UNIVERSITY BLVD W,SILVER SPRING,24033,033,MD,24,20902,3014493173,180,6.66,Yes,,,,,,,,,,,,1,3,2,1,7,7,0,0,0,7,0,0,0,2,21,1,4,2,3,2,0,0,0,100,0,0,0,3.5,30,PRINCE GEORGE'S,School does not belong to ANY associations or organizations,,,,,,,
A1701962,PATHWAYS SCHOOL--ANNE ARUNDEL,14,17,1106 UNIVERSITY BLVD W,SILVER SPRING,24003,003,MD,24,20902,3016490778,180,6.91,Yes,,,,,,,,,,,,6,9,3,9,27,27,0,0,2,9,14,0,2,3,21,1,4,2,3,2,0,0,7.4,33.33,51.85,0,7.4,9,30,ANNE ARUNDEL,,,,,,,,
A1701963,PATHWAYS SCHOOL--DUVAL RE-ENTRY,14,17,1106 UNIVERSITY BLVD W,SILVER SPRING,24033,033,MD,24,20902,3016490778,180,6.58,Yes,,,,,,,,,,,,2,2,,4,8,8,2,0,2,4,0,0,0,2,21,1,4,2,3,2,25,0,25,50,0,0,0,4,30,PRINCE GEORGE'S,,,,,,,,
A1701964,PATHWAYS SCHOOL--EDGEWOOD,14,17,1106 UNIVERSITY BLVD W,SILVER SPRING,24031,031,MD,24,20902,3016490778,180,6.91,Yes,,,,,,,,,,,,8,6,5,4,23,23,0,0,2,17,2,0,2,4,21,1,4,2,3,2,0,0,8.69,73.91,8.69,0,8.69,5.75,30,MONTGOMERY,School does not belong to ANY associations or organizations,,,,,,,
00580511,PERRY HALL CHRISTIAN SCHOOL,2,17,3919 SCHROEDER AVE,PERRY HALL,24005,005,MD,24,21128,4102564886,170,7.25,Yes,,35,23,18,24,10,30,23,33,26,23,32,23,23,22,345,310,0,7,30,49,224,0,0,34,21,1,1,3,2,2,0,2.25,9.67,15.8,72.25,0,0,9.11,5,BALTIMORE,Association of Christian Schools International (ACSI),,,,,,,
00579732,PILGRIM CHRISTIAN DAY SCHOOL,2,10,7200 LIBERTY RD,BALTIMORE,24005,005,MD,24,21207,4104849240,172,7,No,,11,9,7,4,3,3,4,,,,,,,,41,30,0,0,1,29,0,0,0,5.9,21,1,1,1,2,2,0,0,3.33,96.66,0,0,0,5.08,20,BALTIMORE,School does not belong to ANY associations or organizations,,,,,,,
A0901744,PIN CUSHION MENNONITE SCHOOL,6,13,24981 PIN CUSHION RD,LEONARDTOWN,24037,037,MD,24,20650,,178,6.75,No,,,,5,2,4,4,3,5,4,3,,,,,30,30,0,0,0,0,30,0,0,1,42,1,1,1,2,4,0,0,0,0,100,0,0,30,24,ST. MARY'S,Other religious school associations,Other special emphasis association(s),,,,,,
A9701865,PIONEER BAPTIST CHURCH SCHOOL,3,15,13802 LONG RD,THURMONT,24021,021,MD,24,21788,3012717259,180,5,Yes,,,1,,,,,,,,,,4,,,5,5,0,0,0,0,5,0,0,1,31,1,1,3,2,3,0,0,0,0,100,0,0,5,5,FREDERICK,American Association of Christian Schools (AACS),,,,,,,
A9701869,POTOMAC GLEN DAY SCHOOL,2,4,9908 S GLEN RD,POTOMAC,24031,031,MD,24,20854,3012999193,176,6,Yes,,90,13,,,,,,,,,,,,,103,13,,,,,,,,1,21,1,7,1,2,2,,,,,,,,13,8,MONTGOMERY,School does not belong to ANY associations or organizations,,,,,,,
A0104029,PRIMARY MONTESSORI DAY SCHOOL,2,8,14138 TRAVILAH RD,ROCKVILLE,24031,031,MD,24,20850,3013099532,196,6,Yes,,52,14,7,2,7,,,,,,,,,,82,30,0,21,3,0,6,0,0,4,21,1,2,1,3,2,0,70,10,0,20,0,0,7.5,30,MONTGOMERY,American Montessori Society (AMS),Association Montessori International (AMI),Other Montessori association(s),,,,,
BB181375,QUALITY TIME EARLY LEARNING CENTER,2,3,8101 GEORGIA AVE,SILVER SPRING,24031,031,MD,24,20910,3015883350,190,10,Yes,,170,24,,,,,,,,,,,,,194,24,2,1,2,17,1,1,0,2.9,13,1,7,1,2,1,8.33,4.16,8.33,70.83,4.16,4.16,0,8.27,29,MONTGOMERY,School does not belong to ANY associations or organizations,,,,,,,
K9303095,QUALITY TIME LEARNING CENTER,2,3,8101 GEORGIA AVE,SILVER SPRING,24031,031,MD,24,20910,3015883350,198,7,Yes,,180,24,,,,,,,,,,,,,204,24,0,1,1,22,0,0,0,2,13,1,6,1,3,1,0,4.16,4.16,91.66,0,0,0,12,30,MONTGOMERY,School does not belong to ANY associations or organizations,,,,,,,
A9701871,RADCLIFFE CREEK SCHOOL,2,13,201 TALBOT BLVD STE A,CHESTERTOWN,24029,029,MD,24,21620,4107788150,173,7.16,Yes,,52,2,2,7,13,11,2,14,12,20,,,,,135,83,0,3,1,1,78,0,0,26.3,32,1,4,1,3,3,0,3.61,1.2,1.2,93.97,0,0,3.15,30,KENT,,,,,,,,
A9704318,REDWOOD MONTESSORI ACADEMY,2,10,1605 VEIRS MILL RD,ROCKVILLE,24031,031,MD,24,20851,3017622524,175,6,Yes,,35,6,4,1,,1,3,,,,,,,,50,15,,,,,,,,2,13,1,2,1,3,1,,,,,,,,7.5,30,MONTGOMERY,American Montessori Society (AMS),,,,,,,
A0701238,REID TEMPLE CHRISTIAN ACADEMY,2,13,11400 GLENN DALE BLVD,GLENN DALE,24033,033,MD,24,20769,3018606570,185,8.5,Yes,,95,31,32,23,27,27,21,16,13,16,,,,,301,206,0,0,0,205,1,0,0,29.6,21,1,3,1,2,2,0,0,0,99.51,0.48,0,0,6.95,2,PRINCE GEORGE'S,Other school association(s),,,,,,,
A9502160,RELAY CHILDREN'S CENTER,6,10,1620 S ROLLING RD,BALTIMORE,24005,005,MD,24,21227,4102472811,183,6,Yes,,,,2,4,2,,2,,,,,,,,10,10,0,0,0,3,7,0,0,1,21,1,1,1,3,2,0,0,0,30,70,0,0,10,30,BALTIMORE,School does not belong to ANY associations or organizations,,,,,,,
A1101227,RESURRECTION ST PAUL SCHOOL,2,13,3155 PAULSKIRK DR,ELLICOTT CITY,24027,027,MD,24,21042,4104619111,180,6.75,Yes,,61,35,34,34,47,35,45,40,47,38,,,,,416,355,1,0,10,15,287,26,16,32.8,21,1,1,1,1,2,0.28,0,2.81,4.22,80.84,7.32,4.5,10.82,1,HOWARD,National Catholic Educational Association (NCEA),,,,,,,
00579302,RIVERDALE BAPTIST SCHOOL,2,17,1133 LARGO RD,UPPER MARLBORO,24033,033,MD,24,20774,3012497000,187,7,Yes,,43,27,23,28,25,25,36,44,37,57,59,48,61,77,590,547,0,7,1,535,4,0,0,52,21,1,1,3,2,2,0,1.27,0.18,97.8,0.73,0,0,10.51,5,PRINCE GEORGE'S,Association of Christian Schools International (ACSI),,,,,,,
A0901725,ROCHAMBEAU-THE FRENCH INTL SCHOOL,2,17,9600 FOREST RD,BETHESDA,24031,031,MD,24,20814,3015308260,170,9.08,Yes,,48,56,95,73,68,86,86,96,65,88,71,69,81,66,1048,1000,0,30,48,10,641,0,271,81,13,1,3,3,3,1,0,3,4.8,1,64.1,0,27.1,12.34,30,MONTGOMERY,,,,,,,,
00580781,ROCK CREEK CHRISTIAN ACADEMY,2,17,6707 WOODYARD RD,UPPER MARLBORO,24033,033,MD,24,20772,3015999600,192,7,Yes,,21,26,15,17,8,8,16,3,10,14,10,4,17,14,183,162,0,0,0,155,3,0,4,24.5,21,1,1,3,2,2,0,0,0,95.67,1.85,0,2.46,6.61,5,PRINCE GEORGE'S,American Association of Christian Schools (AACS),,,,,,,
00579721,ROLAND PARK COUNTRY SCHOOL,2,17,5204 ROLAND AVE,BALTIMORE,24510,510,MD,24,21210,4439343896,178,7.75,Yes,,23,19,21,19,22,23,35,33,42,34,63,87,74,85,580,557,1,32,9,100,397,0,18,84.9,11,2,1,3,3,1,0.17,5.74,1.61,17.95,71.27,0,3.23,6.56,30,BALTIMORE,National Coalition of Girls' Schools (NCGS),National Association of Independent Schools (NAIS),State or regional independent school association,,,,,
A0104039,ROSEDALE BAPTIST SCHOOL,2,17,9202 PHILADELPHIA RD,BALTIMORE,24005,005,MD,24,21237,4106876844,175,7,Yes,,85,68,48,47,40,30,37,45,42,40,23,16,14,11,546,461,0,9,0,235,217,0,0,29.6,21,1,1,3,2,2,0,1.95,0,50.97,47.07,0,0,15.57,5,BALTIMORE,American Association of Christian Schools (AACS),Other school association(s),,,,,,
A1301601,ROYAL INTERNATIONAL CHRISTIAN ACADEMY,2,17,10939 PHILADELPHIA RD # A1,WHITE MARSH,24005,005,MD,24,21162,4433178052,180,7,Yes,,4,4,,,1,3,2,5,3,3,2,5,2,1,35,31,0,28,0,0,1,0,2,4.9,21,1,3,3,2,2,0,90.32,0,0,3.22,0,6.45,6.32,8,BALTIMORE,Accelerated Christian Education (ACE),,,,,,,
A1101228,RYCEVILLE AMISH PAROCHIAL SCHOOL,6,13,28379 THOMPSON CORNER RD,MECHANICSVILLE,24017,017,MD,24,20659,,180,6.5,Yes,,,,3,4,4,4,1,4,4,4,,,,,28,28,0,0,0,0,28,0,0,1,41,1,1,1,2,4,0,0,0,0,100,0,0,28,3,CHARLES,Association Montessori International (AMI),,,,,,,
00577859,SACRED HEART ELEMENTARY SCHOOL,2,13,PO BOX 3672,GLYNDON,24005,005,MD,24,21071,4108330857,179,8,Yes,,40,55,45,35,45,47,47,67,52,65,,,,,498,458,0,32,13,104,271,0,38,30.3,21,1,1,1,1,2,0,6.98,2.83,22.7,59.17,0,8.29,15.11,1,BALTIMORE,National Catholic Educational Association (NCEA),,,,,,,
01604293,SAINTS PETER & PAUL ELEMENTARY SCHOOL,2,13,900 HIGH ST,EASTON,24041,041,MD,24,21601,4108222251,180,6.5,Yes,,33,28,36,48,39,35,41,39,46,45,,,,,390,357,0,3,16,4,320,0,14,29,32,1,1,1,1,3,0,0.84,4.48,1.12,89.63,0,3.92,12.31,1,TALBOT,National Catholic Educational Association (NCEA),,,,,,,
A9303238,SALEM SCHOOL,12,17,605 SALEM DR,FROSTBURG,24023,023,MD,24,21532,3016890322,180,6,Yes,,,,,,,,,,1,1,4,4,,2,12,12,0,0,0,1,11,0,0,4,42,1,4,2,2,4,0,0,0,8.33,91.66,0,0,3,8,GARRETT,School does not belong to ANY associations or organizations,,,,,,,
02032992,SALISBURY BAPTIST ACADEMY,3,15,6413 HOBBS RD,SALISBURY,24045,045,MD,24,21804,4105464455,175,6.91,Yes,,,4,4,4,4,7,5,6,3,4,3,1,,,45,45,0,0,3,6,29,0,7,5.8,41,1,1,3,2,4,0,0,6.66,13.33,64.44,0,15.55,7.75,5,WICOMICO,Other religious school associations,,,,,,,
00579947,SALISBURY CHRISTIAN SCHOOL,2,17,807 PARKER RD,SALISBURY,24045,045,MD,24,21804,4105460661,176,7,Yes,,38,38,40,30,41,34,45,57,41,42,40,44,44,39,573,535,1,25,22,43,417,0,27,50.3,41,1,1,3,2,4,0.18,4.67,4.11,8.03,77.94,0,5.04,10.63,2,WICOMICO,Association of Christian Schools International (ACSI),,,,,,,
A9103272,SALISBURY MENNONITE SCHOOL,6,15,31612 ZION RD,PARSONSBURG,24045,045,MD,24,21849,4107497932,178,6.5,Yes,,,,3,2,2,2,6,2,3,4,1,3,,,28,28,0,0,0,0,28,0,0,3,41,1,1,3,2,4,0,0,0,0,100,0,0,9.33,24,WICOMICO,School does not belong to ANY associations or organizations,,,,,,,
00579539,SANDY SPRINGS FRIENDS MIDDLE SCHOOL,2,17,16923 NORWOOD RD,SANDY SPRING,24031,031,MD,24,20860,3017747455,174,7,Yes,,19,25,17,25,14,24,29,43,53,43,72,75,84,80,603,584,0,29,25,127,316,0,87,74.5,21,1,1,3,2,2,0,4.96,4.28,21.74,54.1,0,14.89,7.83,2,MONTGOMERY,National Association of Independent Schools (NAIS),The Association of Boarding Schools (TABS),,,,,,
BB161237,SCHOOL OF INCARNATION,2,13,2601 SYMPHONY LN,GAMBRILLS,24003,003,MD,24,21054,4105192285,179,7,Yes,,60,67,77,62,72,92,89,89,89,91,,,,,788,728,2,29,22,62,564,0,49,39.5,21,1,1,1,1,2,0.27,3.98,3.02,8.51,77.47,0,6.73,18.43,1,ANNE ARUNDEL,National Catholic Educational Association (NCEA),,,,,,,
00578808,SCHOOL OF THE CATHEDRAL MARY OUR QUEEN,3,13,111 AMBERLY WAY,BALTIMORE,24510,510,MD,24,21210,4104644100,180,6.75,Yes,,,44,40,45,49,56,50,34,30,33,,,,,381,381,0,5,10,33,323,0,10,32.1,11,1,1,1,1,1,0,1.31,2.62,8.66,84.77,0,2.62,11.86,1,BALTIMORE,National Catholic Educational Association (NCEA),,,,,,,
A0104054,SCHOOL OF THE INCARNATION,2,13,2601 SYMPHONY LN,GAMBRILLS,24003,003,MD,24,21054,4105192285,179,7,Yes,,60,67,77,62,72,92,89,89,89,91,,,,,788,728,5,27,47,55,548,0,46,49,21,1,1,1,1,2,0.68,3.7,6.45,7.55,75.27,0,6.31,14.85,1,ANNE ARUNDEL,National Catholic Educational Association (NCEA),,,,,,,
BB161252,SEABROOK AVENTIST EARLY LEARNING CENTER,2,3,8888 GOOD LUCK RD,LANHAM,24033,033,MD,24,20706,3015520007,178,3.25,No,,41,7,,,,,,,,,,,,,48,7,0,0,0,7,0,0,0,1,21,1,7,1,3,2,0,0,0,100,0,0,0,7,30,PRINCE GEORGE'S,School does not belong to ANY associations or organizations,,,,,,,
A1101230,SEASIDE CHRISTIAN ACADEMY,2,14,12637A OCEAN GTWY,OCEAN CITY,24047,047,MD,24,21842,4102137595,172,6,No,,9,6,15,7,4,10,6,6,4,4,2,,,,73,64,0,0,0,8,54,0,2,7.8,32,1,1,3,2,3,0,0,0,12.5,84.37,0,3.12,8.2,8,WORCESTER,Association of Christian Schools International (ACSI),,,,,,,
A9103175,SENECA ACADEMY,2,10,15601 GERMANTOWN RD,DARNESTOWN,24031,031,MD,24,20874,3018693728,175,6.5,Yes,,85,11,11,9,10,10,6,,,,,,,,142,57,0,13,0,5,33,0,6,8,41,1,1,1,3,4,0,22.8,0,8.77,57.89,0,10.52,7.12,30,MONTGOMERY,Other special emphasis association(s),State or regional independent school association,,,,,,
A0104043,SHABACH! CHRISTIAN ACADEMY,2,13,3600 BRIGHTSEAT RD,LANDOVER,24033,033,MD,24,20785,3015835330,200,8,Yes,,105,20,32,26,29,22,13,4,9,6,,,,,266,161,0,0,1,160,0,0,0,15.6,21,1,1,1,2,2,0,0,0.62,99.37,0,0,0,10.32,5,PRINCE GEORGE'S,School does not belong to ANY associations or organizations,,,,,,,
A1501883,SHAFER CENTER FOR EARLY INTERVENTION- THE,7,10,11500 CRONRIDGE DR STE 130,OWINGS MILLS,24005,005,MD,24,21117,4105171113,215,6,Yes,,,,,4,2,7,6,,,,,,,,19,19,0,0,0,7,8,2,2,3.1,21,1,4,1,3,2,0,0,0,36.84,42.1,10.52,10.52,6.12,30,BALTIMORE,School does not belong to ANY associations or organizations,,,,,,,
A9902309,SHOREHAVEN SCHOOL,1,1,1040 SINGERLY RD,ELKTON,24015,015,MD,24,21921,4103981800,220,6.5,Yes,31,,,,,,,,,,,,,,,31,31,0,2,0,18,7,0,4,5.4,21,1,4,3,3,2,0,6.45,0,58.06,22.58,0,12.9,5.74,30,CECIL,Other school association(s),,,,,,,
A1101232,SILVER OAK ACADEMY,14,17,999 CROUSE MILL RD PO BOX 250,KEYMAR,24013,013,MD,24,21757,4107751745,251,7,Yes,,,,,,,,,,,,3,16,7,26,52,52,0,0,2,43,3,0,4,16.1,42,3,1,2,3,4,0,0,3.84,82.69,5.76,0,7.69,3.22,30,CARROLL,Other religious school associations,Other school association(s),,,,,,
A0501873,SISTERS ACADEMY OF BALTIMORE,10,13,139 FIRST AVE,BALTIMORE,24005,005,MD,24,21227,4102421212,179,9.5,Yes,,,,,,,,21,20,16,14,,,,,71,71,1,1,15,51,0,0,3,9.8,21,2,1,1,1,2,1.4,1.4,21.12,71.83,0,0,4.22,7.24,1,BALTIMORE,State or regional independent school association,,,,,,,
A9502145,SMCA,2,17,9805 FAITH BAPTIST CHURCH RD,WHITE PLAINS,24017,017,MD,24,20695,3018702550,170,7,No,70,70,45,36,30,30,30,30,32,28,30,18,19,17,20,505,435,4,7,12,215,161,0,36,45.6,41,1,1,3,2,4,0.91,1.6,2.75,49.42,37.01,0,8.27,9.53,8,CHARLES,Association of Christian Schools International (ACSI),National Association of Private Special Education Centers (NAPSEC),National Association for the Education of Young Children (NAEYC),,,,,
A1701972,SMITHSON'S CHRISTIAN SCHOOL,6,13,22370 HOG CREEK RD,PRESTON,24011,011,MD,24,21655,4432394888,174,6.75,Yes,,,,2,4,1,2,3,1,1,1,,,,,15,15,0,0,1,0,14,0,0,2.3,42,1,1,1,2,4,0,0,6.66,0,93.33,0,0,6.52,24,CAROLINE,School does not belong to ANY associations or organizations,,,,,,,
00581504,SPENCERVILLE ADVENTIST ACADEMY,2,17,2502 SPENCERVILLE RD,SPENCERVILLE,24031,031,MD,24,20868,3014219101,180,7.5,Yes,,13,15,20,23,20,19,37,27,29,18,41,47,44,46,399,386,0,42,120,100,119,0,5,31,41,1,1,3,2,4,0,10.88,31.08,25.9,30.82,0,1.29,12.45,28,MONTGOMERY,School does not belong to ANY associations or organizations,,,,,,,
01604351,SS PETER & PAUL HIGH SCHOOL,14,17,900 HIGH ST,EASTON,24041,041,MD,24,21601,4108222275,180,6.5,Yes,,,,,,,,,,,,48,36,41,47,172,172,0,3,9,3,157,0,0,22.9,32,1,1,2,1,3,0,1.74,5.23,1.74,91.27,0,0,7.51,1,TALBOT,National Catholic Educational Association (NCEA),,,,,,,
00577983,ST AGNES SCHOOL,2,13,603 SAINT AGNES LN,BALTIMORE,24005,005,MD,24,21229,4107474070,178,7.08,Yes,,34,17,25,13,23,15,24,11,24,24,,,,,210,176,0,0,3,107,42,6,18,13.9,21,1,1,1,1,2,0,0,1.7,60.79,23.86,3.4,10.22,12.66,1,BALTIMORE,National Catholic Educational Association (NCEA),,,,,,,
01604657,ST AMBROSE CATHOLIC SCHOOL,2,13,6310 JASON ST,CHEVERLY,24033,033,MD,24,20785,3017730223,180,7.25,Yes,,18,20,20,18,15,24,33,31,36,26,,,,,241,223,0,0,6,185,23,0,9,16.3,21,1,1,1,1,2,0,0,2.69,82.95,10.31,0,4.03,13.68,1,PRINCE GEORGE'S,National Catholic Educational Association (NCEA),,,,,,,
01604668,ST ANDREW APOSTLE SCHOOL,2,13,11602 KEMP MILL RD,SILVER SPRING,24031,031,MD,24,20902,3016493555,180,7,Yes,,41,30,17,32,22,24,32,30,24,32,,,,,284,243,0,11,23,43,126,1,39,37.6,21,1,1,1,1,2,0,4.52,9.46,17.69,51.85,0.41,16.04,6.46,1,MONTGOMERY,Other school association(s),,,,,,,
BB170203,ST ANDREW'S EPISCOPAL DAY SCHL,2,17,10033 RIVER RD,POTOMAC,24031,031,MD,24,20854,2404771474,,,,,42,11,11,13,10,23,23,41,30,45,87,79,78,88,581,539,,,,,,,,,21,1,-1,3,2,2,,,,,,,,,14,MONTGOMERY,,,,,,,,
01621413,ST ANDREW'S EPISCOPAL SCHOOL,2,17,8804 POSTOAK RD,POTOMAC,24031,031,MD,24,20854,3019835200,173,7,Yes,,27,11,11,13,10,22,23,41,30,45,87,74,74,86,554,527,1,33,36,86,286,2,83,75.8,21,1,1,3,2,2,0.18,6.26,6.83,16.31,54.26,0.37,15.74,6.95,14,MONTGOMERY,National Association of Episcopal Schools (NAES),National Association of Independent Schools (NAIS),,,,,,
A9300456,ST ANNES SCHOOL OF ANNAPOLIS,2,13,3112 ARUNDEL ON THE BAY RD,ANNAPOLIS,24003,003,MD,24,21403,4102638650,170,7.5,Yes,,69,21,30,16,16,15,17,30,14,22,,,,,250,181,0,3,2,52,113,0,11,27.8,21,1,1,1,2,2,0,1.65,1.1,28.72,62.43,0,6.07,6.51,14,ANNE ARUNDEL,National Association of Independent Schools (NAIS),State or regional independent school association,,,,,,
A1301606,ST ANNS HIGH SCHOOL,15,16,4901 EASTERN AVE,HYATTSVILLE,24033,033,MD,24,20782,3015595500,180,6.5,Yes,1,,,,,,,,,,,,1,1,,3,3,0,0,1,2,0,0,0,2.6,21,2,1,2,1,2,0,0,33.33,66.66,0,0,0,1.15,1,PRINCE GEORGE'S,School does not belong to ANY associations or organizations,,,,,,,
00578014,ST AUGUSTINE SCHOOL,2,13,5990 OLD WASHINGTON RD,ELKRIDGE,24027,027,MD,24,21075,4107963040,175,7.33,No,,26,27,24,27,25,24,20,28,31,26,,,,,258,232,0,0,6,17,185,24,0,16,21,1,1,1,1,2,0,0,2.58,7.32,79.74,10.34,0,14.5,1,HOWARD,School does not belong to ANY associations or organizations,,,,,,,
